Date,Amount,Normalized Amount,Type,Fund,Campaign,Appeal,Primary ZIP Code,Account Number,Total Donation,Num Months,Average Monthly Donation
9/26/2023,15.45,7.07E-07,Donation,Unrestricted,Support The River,Individual Online,53562-5647,13912,4151322.47,21,197682.0224
9/20/2023,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-3047,15429,4151322.47,21,197682.0224
9/10/2023,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53562-5325,325,4151322.47,21,197682.0224
9/4/2023,15.45,7.07E-07,Donation,Unrestricted,Support The River,Individual Online,53704,621,4151322.47,21,197682.0224
8/20/2023,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-3047,15429,4151322.47,21,197682.0224
8/12/2023,15.45,7.07E-07,Donation,Unrestricted,Support The River,Individual Online,53562-5647,13912,4151322.47,21,197682.0224
8/10/2023,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53562-5325,325,4151322.47,21,197682.0224
7/20/2023,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-3047,15429,4151322.47,21,197682.0224
7/14/2023,15.45,7.07E-07,Recurring Donation Schedule,Unrestricted,Support The River,Individual Online,53718-3047,15429,4151322.47,21,197682.0224
7/10/2023,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53562-5325,325,4151322.47,21,197682.0224
6/10/2023,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53562-5325,325,4151322.47,21,197682.0224
6/3/2023,15.45,7.07E-07,Donation,Unrestricted,Support The River,Individual Online,53704,621,4151322.47,21,197682.0224
5/22/2023,15.45,7.07E-07,Donation,Unrestricted,Support The River,Individual Online,53704,621,4151322.47,21,197682.0224
5/10/2023,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53562-5325,325,4151322.47,21,197682.0224
5/2/2023,15.45,7.07E-07,Donation,Unrestricted,Support The River,Individual Online,53562-5647,13912,4151322.47,21,197682.0224
4/18/2023,15.45,7.07E-07,Donation,Unrestricted,Support The River,Individual Online,53132-1305,1945,4151322.47,21,197682.0224
4/10/2023,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53562-5325,325,4151322.47,21,197682.0224
3/10/2023,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53562-5325,325,4151322.47,21,197682.0224
3/6/2023,15.45,7.07E-07,Donation,Programs/Operations,Match Madness 2023,Individual Online,53704-2314,4341,50093.11,1,50093.11
2/10/2023,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53562-5325,325,4151322.47,21,197682.0224
1/31/2023,15.45,7.07E-07,Donation,Unrestricted,Support The River,Individual Online,53566-3508,14507,4151322.47,21,197682.0224
1/17/2023,15.45,7.07E-07,Donation,Unrestricted,Support The River,Individual Online,53714-2315,14482,4151322.47,21,197682.0224
1/10/2023,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53562-5325,325,4151322.47,21,197682.0224
11/10/2023,15.28,6.99E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,376,4151322.47,21,197682.0224
9/16/2024,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
9/3/2024,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,20333,4151322.47,21,197682.0224
9/3/2024,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,20331,4151322.47,21,197682.0224
9/1/2024,15,6.86E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703-3790,15767,4151322.47,21,197682.0224
8/15/2024,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
8/14/2024,15,6.86E-07,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53705-4218,57,49070.21,3,16356.73667
8/1/2024,15,6.86E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703-3790,15767,4151322.47,21,197682.0224
7/15/2024,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
7/1/2024,15,6.86E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703-3790,15767,4151322.47,21,197682.0224
6/14/2024,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
6/6/2024,15,6.86E-07,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53704-1405,20119,15722436.67,21,748687.4605
6/1/2024,15,6.86E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703-3790,15767,4151322.47,21,197682.0224
5/22/2024,15,6.86E-07,Donation,Unrestricted,Support The River,Business Event,53703-2937,411,4151322.47,21,197682.0224
5/14/2024,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
5/13/2024,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,376,4151322.47,21,197682.0224
5/1/2024,15,6.86E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703-3790,15767,4151322.47,21,197682.0224
4/25/2024,15,6.86E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,338,4151322.47,21,197682.0224
4/25/2024,15,6.86E-07,Donation,Unrestricted,Support The River,Business Multi Channel,Unknown,20013,4151322.47,21,197682.0224
4/15/2024,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
4/8/2024,15,6.86E-07,Donation,Unrestricted,Support The River,Business Online,Unknown,14420,4151322.47,21,197682.0224
4/1/2024,15,6.86E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703-3790,15767,4151322.47,21,197682.0224
3/19/2024,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
3/1/2024,15,6.86E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703-3790,15767,4151322.47,21,197682.0224
2/27/2024,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-1010,19728,4151322.47,21,197682.0224
2/20/2024,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
2/1/2024,15,6.86E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703-3790,15767,4151322.47,21,197682.0224
1/30/2024,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
1/16/2024,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,338,4151322.47,21,197682.0224
1/1/2024,15,6.86E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703-3790,15767,4151322.47,21,197682.0224
12/23/2023,15,6.86E-07,Donation,Programs/Operations,2023 HOPE,Individual Mailing,53704-1041,19227,110700.59,3,36900.19667
12/14/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
12/13/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,376,4151322.47,21,197682.0224
12/1/2023,15,6.86E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703-3790,15767,4151322.47,21,197682.0224
11/24/2023,15,6.86E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,3473,4151322.47,21,197682.0224
11/16/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
11/1/2023,15,6.86E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703-3790,15767,4151322.47,21,197682.0224
10/25/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,18756,4151322.47,21,197682.0224
10/25/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,18752,4151322.47,21,197682.0224
10/24/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53955-8869,18782,4151322.47,21,197682.0224
10/23/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,34145-3953,18940,4151322.47,21,197682.0224
10/17/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
10/1/2023,15,6.86E-07,Donation,Unrestricted,In-Kind,Business Multi Channel,53703,19626,1331842.88,20,66592.144
10/1/2023,15,6.86E-07,Donation,Unrestricted,In-Kind,Business Multi Channel,53704-4232,13099,1331842.88,20,66592.144
10/1/2023,15,6.86E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703-3790,15767,4151322.47,21,197682.0224
9/25/2023,15,6.86E-07,Recurring Donation Schedule,Unrestricted,Support The River,Individual Online,53703-3790,15767,4151322.47,21,197682.0224
9/22/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53714-1512,2955,4151322.47,21,197682.0224
9/19/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
8/29/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
7/17/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
6/30/2023,15,6.86E-07,Donation,Unrestricted,2023 Full Summer for All,Individual Mailing,53713-4767,4952,70078.75,4,17519.6875
6/15/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
5/18/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53713-4767,4952,4151322.47,21,197682.0224
5/15/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
5/3/2023,15,6.86E-07,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,53716-2911,1294,4151322.47,21,197682.0224
4/21/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53713-4767,4952,4151322.47,21,197682.0224
4/14/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
3/15/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
3/10/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-4407,6393,4151322.47,21,197682.0224
3/1/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-5543,1895,4151322.47,21,197682.0224
2/27/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Online,Unknown,516,4151322.47,21,197682.0224
2/15/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
1/17/2023,15,6.86E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,85374-5606,2423,4151322.47,21,197682.0224
7/3/2023,14.51,6.64E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53559-9793,15081,4151322.47,21,197682.0224
6/20/2023,14.51,6.64E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53559-9793,15081,4151322.47,21,197682.0224
6/5/2023,14.51,6.64E-07,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,53559-9793,15081,4151322.47,21,197682.0224
6/5/2023,14.51,6.64E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,14461,4151322.47,21,197682.0224
5/22/2023,14.51,6.64E-07,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,53559-9793,15081,4151322.47,21,197682.0224
5/22/2023,14.51,6.64E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,14461,4151322.47,21,197682.0224
5/8/2023,14.51,6.64E-07,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,53559-9793,15081,4151322.47,21,197682.0224
5/8/2023,14.51,6.64E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,14461,4151322.47,21,197682.0224
4/24/2023,14.51,6.64E-07,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,53559-9793,15081,4151322.47,21,197682.0224
4/24/2023,14.51,6.64E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,14461,4151322.47,21,197682.0224
8/14/2023,14.47,6.62E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53559-9793,15081,4151322.47,21,197682.0224
7/31/2023,14.47,6.62E-07,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,53559-9793,15081,4151322.47,21,197682.0224
7/31/2023,14.47,6.62E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,14461,4151322.47,21,197682.0224
7/17/2023,14.47,6.62E-07,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,53559-9793,15081,4151322.47,21,197682.0224
7/17/2023,14.47,6.62E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,14461,4151322.47,21,197682.0224
11/20/2023,14.38,6.58E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,18902,4151322.47,21,197682.0224
8/16/2024,14.32,6.55E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,376,4151322.47,21,197682.0224
1/15/2024,14.03,6.42E-07,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,53590-1265,2986,4151322.47,21,197682.0224
3/24/2023,14.02,6.41E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,376,4151322.47,21,197682.0224
9/10/2024,14,6.40E-07,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53562-1107,251,49070.21,3,16356.73667
9/15/2024,13.87,6.34E-07,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53704-1015,409,49070.21,3,16356.73667
6/28/2024,13.08,5.98E-07,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53718-3167,1039,49070.21,3,16356.73667
9/15/2024,12.9,5.90E-07,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53714-3237,14159,49070.21,3,16356.73667
9/15/2024,12.9,5.90E-07,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53714-3237,14159,49070.21,3,16356.73667
4/7/2024,12.5,5.72E-07,Donation,Unrestricted,Support The River,Faith Comm Multi Channel,53716-2716,4893,4151322.47,21,197682.0224
5/23/2024,12.48,5.71E-07,Donation,Unrestricted,Support The River,Individual Online,53704-1925,1313,4151322.47,21,197682.0224
3/17/2023,12.36,5.65E-07,Donation,Unrestricted,Support The River,Individual Online,53704-1925,1313,4151322.47,21,197682.0224
6/23/2023,12.3,5.62E-07,Donation,Unrestricted,2023 Full Summer for All,Individual Mailing,53714-1512,2955,70078.75,4,17519.6875
8/30/2024,12.1,5.53E-07,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53705-4218,20311,49070.21,3,16356.73667
9/3/2024,12,5.49E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,1882,4151322.47,21,197682.0224
6/3/2024,12,5.49E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,1882,4151322.47,21,197682.0224
6/3/2024,12,5.49E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,1882,4151322.47,21,197682.0224
12/29/2023,12,5.49E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,1882,4151322.47,21,197682.0224
12/29/2023,12,5.49E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,1882,4151322.47,21,197682.0224
11/10/2023,12,5.49E-07,Donation,Programs/Operations,2023 HOPE,Individual Multi Channel,53714-1512,2955,110700.59,3,36900.19667
10/25/2023,12,5.49E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,1882,4151322.47,21,197682.0224
10/16/2023,12,5.49E-07,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,Unknown,15026,4151322.47,21,197682.0224
10/16/2023,12,5.49E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,55426-1347,15025,4151322.47,21,197682.0224
8/10/2023,12,5.49E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,15026,4151322.47,21,197682.0224
8/10/2023,12,5.49E-07,Donation,Unrestricted,Support The River,Business Multi Channel,55426-1347,15025,4151322.47,21,197682.0224
5/30/2023,12,5.49E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,1882,4151322.47,21,197682.0224
5/30/2023,12,5.49E-07,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,Unknown,1882,4151322.47,21,197682.0224
5/3/2023,12,5.49E-07,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,53558-9375,15139,4151322.47,21,197682.0224
5/10/2023,11.64,5.32E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,15026,4151322.47,21,197682.0224
5/10/2023,11.64,5.32E-07,Donation,Unrestricted,Support The River,Business Multi Channel,55426-1347,15025,4151322.47,21,197682.0224
4/19/2023,11.64,5.32E-07,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,Unknown,15026,4151322.47,21,197682.0224
4/19/2023,11.64,5.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,55426-1347,15025,4151322.47,21,197682.0224
9/10/2024,11.54,5.28E-07,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53718-9407,20347,49070.21,3,16356.73667
9/10/2024,11.53,5.27E-07,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53718-9407,20347,49070.21,3,16356.73667
